,Fall,Major Name,Male,Female
824,1984,Entomology,29,8
825,1984,FAM&CON EC,3,12
826,1984,Finance,319,232
827,1984,Food Science & Human Nutrition,73,147
828,1984,Forestry,52,24
829,1984,French,9,31
830,1984,GEN AGR,23,6
831,1984,GEN CURR,916,1314
832,1984,GEN ENGR,305,127
833,1984,GEN H ECON,0,11
834,1984,Genetics,2,2
835,1984,Geography,21,14
836,1984,Geology,68,25
837,1984,German,12,15
838,1984,Graphic Design,55,111
839,1984,H DVL-FAM,4,76
840,1984,HEALTH&SAF,5,1
841,1984,HLTH EDUC,4,24
842,1984,HLTH PL AD,7,22
843,1984,HOME ECON,0,1
844,1984,HR&FS,1,43
845,1984,HR&FS A&ID,1,11
846,1984,HR&FS GEN,0,3
847,1984,HU DEV&FAM,4,23
848,1984,History,55,26
849,1984,Horticulture,33,19
850,1984,INST MGMT,2,5
851,1984,INT DSGN,4,144
852,1984,Industrial Agriculture,63,16
853,1984,Industrial Design,52,64
854,1984,Industrial Engineering,89,46
855,1984,Italian,1,5
856,1984,Journalism,23,24
857,1984,Kinesiology,120,131
858,1984,LAB&IN REL,33,32
859,1984,LAS TCH MATH,1,2
860,1984,Landscape Architecture,90,44
861,1984,Law,432,231
862,1984,Leisure Studies,19,26
863,1984,Library & Information Science,47,137
864,1984,Linguistics,36,40
865,1984,MARKETING,73,106
866,1984,METAL ENGR,136,29
867,1984,MKT TEXT&A,5,160
868,1984,MOTOR DEV,0,2
869,1984,MOTOR P&SP,1,2
870,1984,MUS-VOICE,14,33
871,1984,MUSIC-COMP,11,2
872,1984,MUSIC-INST,40,60
873,1984,Mathematics,135,46
874,1984,Mechanical Agriculture,33,0
875,1984,Mechanical Engineering,793,86
876,1984,Media Studies,2,0
877,1984,Microbiology,42,23
878,1984,Molecular & Integrative Physi,35,19
879,1984,Music,95,106
880,1984,Music Education,103,135
881,1984,Music History,1,2
882,1984,News-Editorial,61,91
883,1984,Nuclear Engineering,131,11
884,1984,Nutritional Sciences,11,26
885,1984,ORN HORT,30,34
886,1984,OUTDR REC,24,17
887,1984,PERFORM ST,11,7
888,1984,PHYS ED,1,0
889,1984,PLANT PATH,25,11
890,1984,PRE-JOURN,86,248
891,1984,PRE-MED,129,146
892,1984,PROG MANAG,49,98
893,1984,PUB ADMIN,5,6
894,1984,Philosophy,33,3
895,1984,Physics,341,35
896,1984,Plant Biology,14,13
897,1984,Political Science,32,11
898,1984,Professional Pilot,30,5
899,1984,Psychology,92,97
900,1984,REST MGMT,39,40
901,1984,Regional Planning,2,1
902,1984,SCH HEALTH,1,0
903,1984,SOC SCI SP,6,3
904,1984,SOCIAL SCI,2,1
905,1984,SOIL SCI,3,0
906,1984,Secondary Education,12,28
907,1984,Slavic Languages & Literature,7,12
908,1984,Social Work,52,226
909,1984,Sociology,23,16
910,1984,Spanish,6,40
911,1984,Special Education,13,55
912,1984,Speech & Hearing Science,4,124
913,1984,Speech Communication,21,27
914,1984,Statistics,18,13
915,1984,TCH BIOL,5,22
916,1984,TCH CS,2,1
917,1984,TCH ENGL,19,48
918,1984,TCH GEN SCIENCE,3,4
919,1984,TCH GEOGR,1,0
920,1984,TCH KINES,1,0
921,1984,TCH LIFE SCI,5,11
922,1984,TCH PHYS SCI,2,2
923,1984,TCH SOC ST,29,13
924,1984,TCH SPEECH,1,7
925,1984,TEACH CS,2,0
926,1984,TECH ED SP,34,11
927,1984,TEXT-APPRL,1,27
928,1984,THER REC,8,68
929,1984,Teaching of Biological Science,1,2
930,1984,Teaching of Chemistry,4,7
931,1984,Teaching of Earth Science,0,1
932,1984,Teaching of English Sec Lang,17,56
933,1984,Teaching of French,4,16
934,1984,Teaching of German,2,7
935,1984,Teaching of Mathematics,13,26
936,1984,Teaching of Physics,2,1
937,1984,Teaching of Spanish,3,16
938,1984,Theatre,74,62
939,1984,Theoretical & Applied Mechans,48,2
940,1984,UG NON-DEG,2,10
941,1984,UNASSIGNED,258,343
942,1984,UNCLASS,84,149
943,1984,UNCM FR&SO,45,43
944,1984,Urban Planning,91,54
945,1984,VMS - Veterinary Biosciences,27,12
946,1984,VMS - Veterinary Pathobiology,19,14
947,1984,VMS-Veterinary Clinical Medcne,10,5
948,1984,VOC H E ED,0,13
949,1984,Veterinary Medical Science,1,1
950,1984,Veterinary Medicine,169,143
951,1985,Accountancy,586,626
952,1985,Advertising,79,171
953,1985,Aero & Astro Engineering,557,61
954,1985,Agr & Environmental Cmc & Educ,0,3
955,1985,Agricultural & Applied Econ,368,74
956,1985,Agricultural Communications,25,52
957,1985,Agricultural Education,13,2
958,1985,Agricultural Engineering,138,9
959,1985,Agricultural Sciences,36,25
960,1985,Agronomy,152,42
961,1985,Air Systems,55,7
962,1985,Animal Sciences,213,228
963,1985,Anthropology,30,23
964,1985,Application Design,1,17
965,1985,Applied Mathematics,0,2
966,1985,Architectural Studies,435,169
967,1985,Architecture,172,41
968,1985,Art Education,16,45
969,1985,Art History,21,54
970,1985,Art and Design,179,223
971,1985,Asian Studies,9,4
972,1985,Astronomy,16,3
973,1985,Atmospheric Sciences,18,6
974,1985,Avionics,4,0
975,1985,BIOCH,69,55
976,1985,BUS EDUC,5,24
977,1985,Biochemistry,76,36
978,1985,Biology,117,130
979,1985,Biophysics & Computnl Biology,26,5
980,1985,Broadcast Journalism,10,39
981,1985,Business Administration,519,464
982,1985,CER ENGR,137,43
983,1985,CERAMICS,0,1
984,1985,CONSM ECON,8,22
985,1985,CORE CURR,55,27
986,1985,CUR INST 2,8,15
987,1985,CUR INST#1,6,2
988,1985,CUR INST#3,9,1
989,1985,Chemical Engineering,328,91
990,1985,Chemical Physics,4,0
991,1985,Chemistry,384,147
992,1985,Civil Engineering,452,77
993,1985,Classical Philology,6,2
994,1985,Classics,8,2
995,1985,Communication,18,15
996,1985,Community Health,35,65
997,1985,Comparative Literature,20,25
998,1985,Computer Engineering,436,65
999,1985,Computer Science,715,193
1000,1985,Crafts,4,11
1001,1985,DAIRY SCI,39,14
1002,1985,DIETETICS,2,68
1003,1985,Dance,6,43
1004,1985,ED POL ST,20,25
1005,1985,ED SEC&CON,44,70
1006,1985,EDUC ELEMENTARY,16,101
1007,1985,EDUC GEN,44,141
1008,1985,ENGR MECH,45,10
1009,1985,ENGR PHYS,77,15
1010,1985,ENV ENGR,22,7
1011,1985,ENV SCI,6,5
1012,1985,EXT EDUC,7,6
1013,1985,Early Childhood Education,2,69
1014,1985,Economics,155,37
1015,1985,Ed Organization and Leadership,44,51
1016,1985,Educ Voc Tech,63,50
1017,1985,Educational Psychology,58,80
1018,1985,Electrical Engineering,1711,234
1019,1985,Elementary Education,13,334
1020,1985,English,54,61
1021,1985,Entomology,30,7
1022,1985,FAM&CON EC,6,9
1023,1985,Finance,358,264
1024,1985,Food Science & Human Nutrition,63,136
1025,1985,Forestry,56,22
1026,1985,French,8,37
1027,1985,GEN AGR,23,9
1028,1985,GEN CURR,921,1363
1029,1985,GEN ENGR,313,138
1030,1985,GEN H ECON,0,10
1031,1985,Genetics,2,1
1032,1985,Geography,29,16
1033,1985,Geology,58,20
1034,1985,German,16,14
1035,1985,Graphic Design,53,91
1036,1985,H DVL-FAM,1,79
1037,1985,HEALTH&SAF,4,3
1038,1985,HLTH EDUC,4,28
1039,1985,HLTH PL AD,3,17
1040,1985,HR&FS,1,34
1041,1985,HR&FS A&ID,1,9
1042,1985,HR&FS GEN,0,6
1043,1985,HU DEV&FAM,1,17
1044,1985,History,53,30
1045,1985,Horticulture,38,18
1046,1985,INST MGMT,3,6
1047,1985,INT DSGN,10,133
1048,1985,Industrial Agriculture,66,20
1049,1985,Industrial Design,76,58
1050,1985,Industrial Engineering,109,49
1051,1985,Italian,2,4
1052,1985,Journalism,15,22
1053,1985,Kinesiology,138,109
1054,1985,LAB&IN REL,31,31
1055,1985,LAS TCH MATH,2,4
1056,1985,Landscape Architecture,85,52
1057,1985,Law,426,222
1058,1985,Leisure Studies,19,22
1059,1985,Library & Information Science,47,126
1060,1985,Linguistics,37,35
1061,1985,MARKETING,76,142
1062,1985,METAL ENGR,142,27
1063,1985,MKT TEXT&A,5,187
1064,1985,MOTOR P&SP,0,1
1065,1985,MUS-VOICE,18,37
1066,1985,MUSIC(AMS),37,21
1067,1985,MUSIC-COMP,4,2
1068,1985,MUSIC-INST,40,52
1069,1985,Mathematics,135,49
1070,1985,Mechanical Agriculture,33,0
1071,1985,Mechanical Engineering,869,99
1072,1985,Media Studies,2,6
1073,1985,Microbiology,36,23
1074,1985,Molecular & Integrative Physi,41,18
1075,1985,Music,65,94
1076,1985,Music Education,119,150
1077,1985,Music History,1,1
1078,1985,News-Editorial,58,87
1079,1985,Nuclear Engineering,127,13
1080,1985,Nutritional Sciences,13,25
1081,1985,ORN HORT,31,31
1082,1985,OUTDR REC,16,11
1083,1985,PERFORM ST,6,10
1084,1985,PERSN AREA,1,1
1085,1985,PLANT PATH,27,11
1086,1985,PP/AS,50,3
1087,1985,PRE-JOURN,118,327
1088,1985,PRE-MED,118,157
1089,1985,PROG MANAG,60,99
1090,1985,PUB ADMIN,5,4
1091,1985,Philosophy,35,7
1092,1985,Physics,351,39
1093,1985,Plant Biology,15,16
1094,1985,Political Science,41,19
1095,1985,Professional Pilot,59,12
1096,1985,Psychology,98,95
1097,1985,REST MGMT,40,47
1098,1985,Regional Planning,4,0
1099,1985,SCH HEALTH,1,0
1100,1985,SEC TRAINING,0,1
1101,1985,SOC SCI SP,4,4
1102,1985,SOCIAL SCI,1,0
1103,1985,SOIL SCI,3,0
1104,1985,Secondary Education,16,31
1105,1985,Slavic Languages & Literature,9,10
1106,1985,Social Work,55,227
1107,1985,Sociology,18,15
1108,1985,Spanish,12,33
1109,1985,Special Education,9,61
1110,1985,Speech & Hearing Science,3,102
1111,1985,Speech Communication,21,28
1112,1985,Statistics,21,15
1113,1985,TCH BIOL,6,17
1114,1985,TCH CS,0,1
1115,1985,TCH ENGL,14,45
1116,1985,TCH GEN SCIENCE,5,8
1117,1985,TCH KINES,2,0
1118,1985,TCH LIFE SCI,3,7
1119,1985,TCH PHYS SCI,3,2
1120,1985,TCH SOC ST,34,13
1121,1985,TCH SPEECH,1,6
1122,1985,TEACH CS,5,1
1123,1985,TECH ED SP,23,11
1124,1985,TEXT-APPRL,3,35
1125,1985,THER REC,10,49
1126,1985,Teaching of Biological Science,1,3
1127,1985,Teaching of Chemistry,6,7
1128,1985,Teaching of Earth Science,1,1
1129,1985,Teaching of English Sec Lang,21,63
1130,1985,Teaching of French,3,13
1131,1985,Teaching of German,1,7
1132,1985,Teaching of Mathematics,13,22
1133,1985,Teaching of Physics,2,0
1134,1985,Teaching of Spanish,3,11
1135,1985,Theatre,75,63
1136,1985,Theoretical & Applied Mechans,46,4
1137,1985,UG NON-DEG,5,15
1138,1985,UNASSIGNED,265,337
1139,1985,UNCLASS,100,136
1140,1985,UNCM FR&SO,77,88
1141,1985,Urban Planning,93,67
1142,1985,VMS - Veterinary Biosciences,26,13
1143,1985,VMS - Veterinary Pathobiology,20,16
1144,1985,VMS-Veterinary Clinical Medcne,12,5
1145,1985,VOC H E ED,1,16
1146,1985,Veterinary Medical Science,1,1
1147,1985,Veterinary Medicine,157,143
1148,1986,Accountancy,520,561
1149,1986,Advertising,75,181
1150,1986,Aero & Astro Engineering,540,59
1151,1986,Agr & Environmental Cmc & Educ,4,2
1152,1986,Agricultural & Applied Econ,363,60
1153,1986,Agricultural Communications,20,54
1154,1986,Agricultural Education,14,1
1155,1986,Agricultural Engineering,138,5
1156,1986,Agricultural Sciences,40,18
1157,1986,Agronomy,137,40
1158,1986,Air Systems,23,2
1159,1986,Animal Sciences,196,196
1160,1986,Anthropology,36,35
1161,1986,Application Design,0,9
1162,1986,Applied Mathematics,16,11
1163,1986,Architectural Studies,423,175
1164,1986,Architecture,156,50
1165,1986,Art Education,20,50
1166,1986,Art History,19,53
1167,1986,Art and Design,161,199
1168,1986,Asian Studies,5,8
1169,1986,Astronomy,16,3
1170,1986,Atmospheric Sciences,22,6
1171,1986,Avionics,9,0
1172,1986,BIOCH,91,62
1173,1986,BUS EDUC,3,18
1174,1986,Biochemistry,73,36
1175,1986,Biology,126,125
1176,1986,Biophysics & Computnl Biology,27,7
1177,1986,Broadcast Journalism,10,40
1178,1986,Business Administration,534,413
1179,1986,CER ENGR,156,48
1180,1986,CONSM ECON,13,23
1181,1986,CORE CURR,54,17
1182,1986,CUR INST 2,11,8
1183,1986,CUR INST#1,5,1
1184,1986,CUR INST#3,10,2
1185,1986,Chemical Engineering,329,111
1186,1986,Chemical Physics,5,0
1187,1986,Chemistry,366,156
1188,1986,Civil Engineering,470,83
1189,1986,Classical Philology,5,2
1190,1986,Classics,8,2
1191,1986,Communication,21,22
1192,1986,Community Health,38,94
1193,1986,Comparative Literature,14,19
1194,1986,Computer Engineering,407,56
1195,1986,Computer Science,730,169
1196,1986,Crafts,8,10
1197,1986,DAIRY SCI,33,13
1198,1986,DIETETICS,4,77
1199,1986,Dance,10,35
1200,1986,ED POL ST,22,27
1201,1986,ED SEC&CON,51,78
1202,1986,EDUC ELEMENTARY,22,102
1203,1986,EDUC GEN,43,144
1204,1986,ENGR MECH,44,13
1205,1986,ENGR PHYS,100,8
1206,1986,ENV ENGR,28,4
1207,1986,ENV SCI,6,5
1208,1986,EXT EDUC,8,9
1209,1986,Early Childhood Education,0,87
1210,1986,Economics,173,40
1211,1986,Ed Organization and Leadership,72,71
1212,1986,Educ Voc Tech,52,55
1213,1986,Educational Psychology,55,80
1214,1986,Electrical Engineering,1813,228
1215,1986,Elementary Education,17,371
1216,1986,English,54,60
1217,1986,Entomology,30,9
1218,1986,FAM&CON EC,7,9
1219,1986,Finance,369,295
1220,1986,Food Science & Human Nutrition,69,149
1221,1986,Forestry,47,17
1222,1986,French,12,32
1223,1986,GEN AGR,12,6
1224,1986,GEN CURR,956,1313
1225,1986,GEN ENGR,347,157
1226,1986,GEN H ECON,0,12
1227,1986,Genetics,2,0
1228,1986,Geography,29,11
1229,1986,Geology,59,19
1230,1986,German,20,8
1231,1986,Graphic Design,54,81
1232,1986,H DVL-FAM,3,87
1233,1986,HEALTH&SAF,3,2
1234,1986,HLTH EDUC,2,22
1235,1986,HLTH PL AD,7,16
1236,1986,HR&FS,0,15
1237,1986,HR&FS A&ID,1,10
1238,1986,HR&FS GEN,0,4
1239,1986,HU DEV&FAM,0,12
1240,1986,History,57,35
1241,1986,Horticulture,34,16
1242,1986,INST MGMT,1,4
1243,1986,INT DSGN,8,123
1244,1986,Industrial Agriculture,69,20
1245,1986,Industrial Design,71,46
1246,1986,Industrial Engineering,133,69
1247,1986,Italian,3,6
1248,1986,Journalism,14,19
1249,1986,Kinesiology,114,104
1250,1986,LAB&IN REL,40,41
1251,1986,LAS TCH MATH,5,5
1252,1986,Landscape Architecture,84,51
1253,1986,Law,427,236
1254,1986,Leisure Studies,14,25
1255,1986,Library & Information Science,58,148
1256,1986,Linguistics,39,40
1257,1986,MARKETING,72,156
1258,1986,METAL ENGR,155,30
1259,1986,MKT TEXT&A,3,157
1260,1986,MUS-VOICE,14,38
1261,1986,MUSIC(AMS),40,34
1262,1986,MUSIC-COMP,4,1
1263,1986,MUSIC-INST,32,47
1264,1986,Mathematics,127,40
1265,1986,Mechanical Agriculture,23,0
1266,1986,Mechanical Engineering,896,114
1267,1986,Media Studies,3,19
1268,1986,Microbiology,38,22
1269,1986,Molecular & Integrative Physi,36,13
1270,1986,Music,69,82
1271,1986,Music Education,117,160
1272,1986,Music History,0,1
1273,1986,News-Editorial,50,86
1274,1986,Nuclear Engineering,140,12
1275,1986,Nutritional Sciences,15,24
1276,1986,ORN HORT,30,33
1277,1986,OUTDR REC,11,10
1278,1986,PERFORM ST,5,6
1279,1986,PERSN AREA,2,0
1280,1986,PLANT PATH,27,10
1281,1986,PP/AS,95,12
1282,1986,PRE-JOURN,151,389
1283,1986,PRE-MED,101,109
1284,1986,PROG MANAG,56,97
1285,1986,PUB ADMIN,5,1
1286,1986,Philosophy,31,9
1287,1986,Physics,327,37
1288,1986,Plant Biology,11,17
1289,1986,Political Science,35,14
1290,1986,Professional Pilot,58,9
1291,1986,Psychology,109,93
1292,1986,REST MGMT,45,52
1293,1986,Regional Planning,9,1
1294,1986,SCH HEALTH,1,0
1295,1986,SOC SCI SP,7,6
1296,1986,SOIL SCI,4,0
1297,1986,Secondary Education,17,27
1298,1986,Slavic Languages & Literature,10,15
1299,1986,Social Work,54,216
1300,1986,Sociology,17,21
1301,1986,Spanish,18,28
1302,1986,Special Education,11,62
1303,1986,Speech & Hearing Science,4,87
1304,1986,Speech Communication,19,20
1305,1986,Statistics,24,22
1306,1986,TCH BIOL,6,22
1307,1986,TCH CS,1,1
1308,1986,TCH ENGL,20,54
1309,1986,TCH GEN SCIENCE,1,5
1310,1986,TCH KINES,1,0
1311,1986,TCH LIFE SCI,5,8
1312,1986,TCH PHYS SCI,2,2
1313,1986,TCH RUSS,0,1
1314,1986,TCH SOC ST,32,18
1315,1986,TCH SPEECH,1,7
1316,1986,TEACH CS,5,1
1317,1986,TECH ED SP,19,7
1318,1986,TEXT-APPRL,1,45
1319,1986,THER REC,10,49
1320,1986,Teaching of Biological Science,0,2
1321,1986,Teaching of Chemistry,8,4
1322,1986,Teaching of Earth Science,1,0
1323,1986,Teaching of English Sec Lang,23,52
1324,1986,Teaching of French,2,15
1325,1986,Teaching of German,2,6
1326,1986,Teaching of Mathematics,6,22
1327,1986,Teaching of Physics,3,0
1328,1986,Teaching of Spanish,4,24
1329,1986,Theatre,73,73
1330,1986,Theoretical & Applied Mechans,41,4
1331,1986,UG NON-DEG,4,11
1332,1986,UNASSIGNED,313,338
1333,1986,UNCLASS,96,144
1334,1986,UNCM FR&SO,85,88
1335,1986,Urban Planning,88,72
1336,1986,VMS - Veterinary Biosciences,27,10
1337,1986,VMS - Veterinary Pathobiology,15,17
1338,1986,VMS-Veterinary Clinical Medcne,14,9
1339,1986,VOC H E ED,0,15
1340,1986,Veterinary Medical Science,0,1
1341,1986,Veterinary Medicine,154,162
1342,1987,Accountancy,504,535
1343,1987,Advertising,71,195
1344,1987,Aero & Astro Engineering,595,60
1345,1987,Agr & Environmental Cmc & Educ,2,3
1346,1987,Agricultural & Applied Econ,337,59
1347,1987,Agricultural Communications,21,50
1348,1987,Agricultural Education,12,1
1349,1987,Agricultural Engineering,116,8
1350,1987,Agricultural Sciences,35,16
1351,1987,Agronomy,130,38
1352,1987,Air Systems,16,0
1353,1987,Animal Sciences,199,182
1354,1987,Anthropology,33,25
1355,1987,Application Design,0,6
1356,1987,Applied Mathematics,16,12
1357,1987,Architectural Studies,447,170
1358,1987,Architecture,170,52
1359,1987,Art Education,15,58
1360,1987,Art History,19,59
1361,1987,Art and Design,188,195
1362,1987,Asian Studies,8,8
1363,1987,Astronomy,18,2
1364,1987,Atmospheric Sciences,19,5
1365,1987,Avionics,2,1
1366,1987,BIOCH,91,79
1367,1987,BUS EDUC,2,11
1368,1987,Biochemistry,77,42
1369,1987,Biology,99,120
1370,1987,Biophysics & Computnl Biology,28,6
1371,1987,Broadcast Journalism,10,36
1372,1987,Business Administration,570,375
1373,1987,CER ENGR,194,52
1374,1987,COM TEACH,1,0
1375,1987,CONSM ECON,12,28
1376,1987,CORE CURR,47,23
1377,1987,CUR INST 2,12,10
1378,1987,CUR INST#1,7,3
1379,1987,CUR INST#3,10,3
1380,1987,Chemical Engineering,310,124
1381,1987,Chemical Physics,2,1
1382,1987,Chemistry,373,151
1383,1987,Civil Engineering,474,93
1384,1987,Classical Philology,7,2
1385,1987,Classics,3,3
1386,1987,Communication,20,20
1387,1987,Community Health,50,104
1388,1987,Comparative Literature,12,21
1389,1987,Computer Engineering,374,33
1390,1987,Computer Science,701,135
1391,1987,Crafts,6,13
1392,1987,DAIRY SCI,23,9
1393,1987,DIETETICS,2,63
1394,1987,Dance,5,45
1395,1987,ED POL ST,25,32
1396,1987,ED SEC&CON,56,85
1397,1987,EDUC ELEMENTARY,18,117
1398,1987,EDUC GEN,50,140
1399,1987,ENGR MECH,35,9
1400,1987,ENGR PHYS,87,15
1401,1987,ENV ENGR,30,9
1402,1987,ENV SCI,8,3
1403,1987,EXT EDUC,7,2
1404,1987,Early Childhood Education,0,96
1405,1987,Economics,191,45
1406,1987,Ed Organization and Leadership,77,77
1407,1987,Educ Voc Tech,44,47
1408,1987,Educational Psychology,57,104
1409,1987,Electrical Engineering,1764,240
1410,1987,Elementary Education,11,329
1411,1987,English,57,58
1412,1987,Entomology,23,9
1413,1987,FAM&CON EC,5,12
1414,1987,Finance,390,268
1415,1987,Food Science & Human Nutrition,77,145
1416,1987,Forestry,54,12
1417,1987,French,12,34
1418,1987,GEN AGR,8,5
1419,1987,GEN CURR,932,1214
1420,1987,GEN ENGR,401,152
1421,1987,GEN H ECON,0,7
1422,1987,Genetics,2,0
1423,1987,Geography,28,14
1424,1987,Geology,51,19
1425,1987,German,18,13
1426,1987,Graphic Design,46,74
1427,1987,H DVL-FAM,3,93
1428,1987,HLTH EDUC,5,19
1429,1987,HLTH PL AD,11,28
1430,1987,HOME ECON,0,1
1431,1987,HR&FS,0,1
1432,1987,HR&FS A&ID,2,13
1433,1987,HR&FS GEN,0,3
1434,1987,HU DEV&FAM,0,13
1435,1987,History,64,38
1436,1987,Horticulture,33,20
1437,1987,INST MGMT,1,6
1438,1987,INT DSGN,7,107
1439,1987,Industrial Agriculture,71,20
1440,1987,Industrial Design,64,32
1441,1987,Industrial Engineering,140,61
1442,1987,Italian,3,3
1443,1987,Journalism,13,21
1444,1987,Kinesiology,112,100
1445,1987,LAB&IN REL,41,42
1446,1987,LAS TCH MATH,3,8
1447,1987,Landscape Architecture,98,40
1448,1987,Law,394,251
1449,1987,Leisure Studies,17,25
1450,1987,Library & Information Science,42,148
1451,1987,Linguistics,43,46
1452,1987,MARKETING,64,137
1453,1987,METAL ENGR,147,27
1454,1987,MKT TEXT&A,4,123
1455,1987,MUS-VOICE,12,32
1456,1987,MUSIC(AMS),41,34
1457,1987,MUSIC-COMP,4,0
1458,1987,MUSIC-INST,34,47
1459,1987,Mathematics,116,47
1460,1987,Mechanical Agriculture,24,0
1461,1987,Mechanical Engineering,887,119
1462,1987,Media Studies,7,20
1463,1987,Microbiology,37,26
1464,1987,Molecular & Integrative Physi,38,20
1465,1987,Music,69,89
1466,1987,Music Education,123,167
1467,1987,Music History,2,2
1468,1987,News-Editorial,45,68
1469,1987,Nondegree,12,0
1470,1987,Nuclear Engineering,132,14
1471,1987,Nutritional Sciences,17,27
1472,1987,ORN HORT,35,39
1473,1987,OUTDR REC,15,11
1474,1987,PERFORM ST,5,7
1475,1987,PERSN AREA,1,1
1476,1987,PLANT PATH,23,9
1477,1987,PP/AS,102,17
1478,1987,PRE-JOURN,191,414
1479,1987,PRE-MED,106,87
1480,1987,PROG MANAG,51,94
1481,1987,PUB ADMIN,4,2
1482,1987,Philosophy,33,9
1483,1987,Physics,345,41
1484,1987,Plant Biology,13,25
1485,1987,Political Science,38,11
1486,1987,Portuguese,0,1
1487,1987,Professional Pilot,52,8
1488,1987,Psychology,101,90
1489,1987,REST MGMT,53,57
1490,1987,Regional Planning,11,2
1491,1987,SOC SCI SP,7,6
1492,1987,SOIL SCI,2,0
1493,1987,Secondary Education,18,13
1494,1987,Slavic Languages & Literature,10,16
1495,1987,Social Work,55,219
1496,1987,Sociology,15,20
1497,1987,Spanish,19,24
1498,1987,Special Education,10,64
1499,1987,Speech & Hearing Science,2,99
1500,1987,Speech Communication,20,26
1501,1987,Statistics,27,27
1502,1987,TCH BIOL,4,18
1503,1987,TCH CS,0,1
1504,1987,TCH ENGL,22,73
1505,1987,TCH GEN SCIENCE,7,4
1506,1987,TCH KINES,1,0
1507,1987,TCH LIFE SCI,4,7
1508,1987,TCH PHYS SCI,3,1
1509,1987,TCH SOC ST,32,22
1510,1987,TCH SPEECH,2,4
1511,1987,TEACH CS,1,2
1512,1987,TECH ED SP,18,8
1513,1987,TEXT-APPRL,0,37
1514,1987,THER REC,7,39
1515,1987,Teaching of Chemistry,9,6
1516,1987,Teaching of Earth Science,1,0
1517,1987,Teaching of English Sec Lang,15,48
1518,1987,Teaching of French,1,18
1519,1987,Teaching of German,1,8
1520,1987,Teaching of Mathematics,11,33
1521,1987,Teaching of Physics,0,1
1522,1987,Teaching of Spanish,3,27
1523,1987,Theatre,74,77
1524,1987,Theoretical & Applied Mechans,53,5
